,PMID/PMCID,Publisher,Journal title,Article title,Cost
2017,NA,Wiley ,traffic,Hsc70-induced changes in clathrin-auxilin,2368.66
2018,3627817,Wiley ,tropical medicine and international health,"Maternal recall of birth weight and birth size in Entebbe, Uganda",1896.93
2019,23819872,Wiley & Son,maternal and child nutrition,Diet patterns are associated with demographic factors and nutritional status in South Indian Children,1800.0
2020,3472025,Wiley Blackwell,evaluation in clinical practice,Unreasonable reasons: normative judgements in the assessment of mental capacity,2300.38
2021,23506317,Wiley Blackwell,febs journal,Substrate specificity and the effect of calcium on Trypanosoma brucei metacaspase 2,2430.0
2022,3532615,Wiley Blackwell,journal of neurochemistry,"Mass spectrometry analysis of human P2X1 receptors: insight into phosphorylation, modelling and conformational changes",2270.34
2023,3744763,Wiley Blackwell,traffic,Postsynaptic kainate receptor recycling and surface expression is regulated by metabotropic autoreceptor signalling,2307.69
2024,23927070,Wiley Online Library,british journal of dermatology,Resolution of the plantar hyperkeratosis of pachyonychia congenita during chemotherapy for Ewing's sarcoma,1896.64
2025,22965681/3657127,Wiley Subscription Services,european journal of immunology,Avidity of influenza-specific memory CD8+ T cell populations decays over time,2269.0
2026,22653709/3781703,Wiley Subscription Services,european journal of immunology,Rapid early innate control of hepatitis C virus during IFN-a treatment compromises adaptive CD4+ T-cell immunity,2380.96
2027,21255266/3664024,Wiley Subscription Services,genes brain behaviour,Steroid sulfatase is a potential modifier of cognition in Attention Deficit Hyperactivity Disorder,2408.35
2028,22566126/3746124,Wiley Subscription Services,journal of cell physiology,The dynamics of PKC-induced phosphorylation triggered by Ca2+ oscillations in mouse eggs,2380.96
2029,3505369,Wiley Subscription Services,journal of internal medicine,Acute infection and venous thromboembolism,1873.87
2030,NA,Wiley Subscription Services,journal of physiology,Redefining the component of cenral CO2 chemosensitivity,2292.34
2031,3786528,Wiley Subscription Services,journal of sleep research,Sleep patterns in children with ADHD: a population-based cohort study from birth to 11 years,2368.42
2032,23356787/3813989,Wiley Subscription Services,sociology of health and illness,"Risk, governance and the experience of care",1598.18
2033,23452318,Wiley Subscription Services  Inc.,"child: care, heath and development",A Home-Intervention Using Augmentative and Alternative Communication (AAC) Techniques in rural Kenya: What are care givers' experiences? ,1834.77
2034,3662993,Wiley Subscription Services  Inc.,dev world bioeth.,Field workers at the interface.,1834.77
2035,3662994,Wiley Subscription Services  Inc.,dev world bioeth.,Working with community health workers as 'volunteers' in a vaccine trial: practical and ethical experiences and implications.,1834.77
2036,3662995,Wiley Subscription Services  Inc.,dev world bioeth.,Feedback of research findings for vaccine trials: experiences from two malaria vaccine trials involving healthy children on the Kenyan coast.,1834.77
2037,3654571,Wiley Subscription Services  Inc.,dev. world bioeth,Engaging communities to strengthen research ethics in low-income settings: selection and perceptions of members of a network of representatives in coastal Kenya.,1834.77
2038,3662996,Wiley Subscription Services  Inc.,dev. world bioeth,Evolving friendships and shifting ethical dilemmas: Fieldworkers' experiences in a short term community based study in Kenya.,1834.77
2039,3734649,Wiley Subscription Services  Inc.,epilepsia,The Genetic Risk of Acute Seizures in African Children with Falciparum Malaria ,1834.77
2040,23750825,Wiley Subscription Services  Inc.,epilepsia,Incidence of convulsive epilepsy in a rural area in Kenya.,1834.77
2041,23881859,Wiley Subscription Services  Inc.,eur j immunol,Long-lived Plasmodium falciparum-specific memory B cells in naturally exposed Swedish Travellers.,1834.77
2042,23782406,Wiley Subscription Services  Inc.,influenza other respi viruses.,Identification of RSV Group B Viruses that lack the 60-Nucleotide duplication after 6 Consecutive Epidemics of total BA dominance in Coastal Kenya ,1834.77
2043,23983183/3798117,Wiley Subscription Services  Inc.,journal of medical virology,The Kinetics of the Neutralizing antibody response to respiratory syncytial infections in a birth cohort ,1834.77
2044,22716184/3440593,Wiley Subscription Services  Inc.,marten child nutr,The Burden and consequences of inherited blood disorders among young children in Western Kenya ,1863.0
2045,22364555,Wiley Subscription Services  Inc.,trop medicinal int health,Reliability and accuracy of anthropometry performed by community health workers among infants under 6 months in rural Kenya.,1834.77
2046,3465775,Wiley Subscription Services Inc,clinical transcriptional science,Incidental diagnosis in healthy clinical trial subjects,2314.69
2047,3505796,Wiley Subscription Services Inc,hippocampus,Patterning of Retinoic Acid Signaling and and Cell Proliferation in the Hippocampus,1409.96
2048,3593166,Wiley Subscription Serviices Inc,stem cells,Derivation and functional analysis of patient-specific induced pluripotent stem cells as an in vitro model of chronic  granulomatous disease,1533.71
2049,3615172,Wiley VCH,european journal of immunology,Dendritic cell modification as a route to inhibiting corneal graft rejection by the indirect pathway of allorecognition,1635.0
2050,3530087,Wiley/Blackwell,immunology,Increased HLA-E expression in white matter lesions in multiple sclerosis,1513.73
2051,3798121,Wiley-Blackwell,acta opthalmologica,Visual and psychological morbidity among patients with autosomal dominant optic atrophy,2270.16
2052,23331923,Wiley-Blackwell,american journal of transplantation,TNFa from classically activated macrophages accentuates epithelial to mesenchymal transitions in obliterative bronchiolitis,1884.3
2053,3746108,Wiley-Blackwell,american journal of transplantation,Biliary epithelial senescence and plasticity in acute cellular rejection,2373.84
2054,21472932/3555362,Wiley-Blackwell,angewandte chemie international edition,From crystal-packing to molecular recognition: prediction and discovery of a binding site on the surface of Polo-like Kinase 1,2437.19
2055,22730171/3556687,Wiley-Blackwell,angewandte chemie international edition,High-throughput interrogation of ligand binding mode using a fluorescence-based assay,2437.19
2056,22961729/3547296,Wiley-Blackwell,angewandte chemie international edition,Using ligand-mapping simulations to design a ligand selectively targeting a cryptic surface pocket of Polo-like kinase 1,2437.19
2057,3582024,Wiley-Blackwell,annals of neurology,Ischaemic stroke is associated with the ABO locus: the Euroclot study,2276.48
2058,23822584,Wiley-Blackwell,british jounal of pharmacology,A single channel mutation alters agonist efficacy at  5-HT3A and 5-HT3AB receptors,2268.41
2059,23701138,Wiley-Blackwell,british journal of clinical pharmacology,Prolonged ketamine infusion as a therapy for Complex Regional Pain Syndrome: Synergism with antagonism?,2307.69
2060,23489111/3687655,Wiley-Blackwell,british journal of pharmacology,Discriminating between 5-HT3A and 5-HT3AB receptors,2345.58
2061,23638853/3724117,Wiley-Blackwell,british journal of pharmacology,Ca2+ signals evoked by histamine H1 receptors are attenuated by activation of prostaglandin EP2 and EP4 receptors in human aortic smooth muscle cells,2373.57
2062,3709121,Wiley-Blackwell,centaurus,"Collecting knowledge for the family: recipes, gender and practical knowledge in the early modern English household",2292.03
2063,23344974/3401426,Wiley-Blackwell,chembiochem,Using a fragment-based approach to target protein-protein interactions,2048.93
2064,3660786,Wiley-Blackwell,criminal behavior and mental health,Testing the Cambridge Quality Checklists on a review of disrupted families and crime,2377.65
2065,NA,Wiley-Blackwell,depression and anxiety,Mothers own recollections of being parented and risk of offsprings depression 18 years later: A prospective cohort study,2368.42
2066,24118397,Wiley-Blackwell,dermatologic surgery,Infiltrative recurrent eccrine spiradenoma of the anterior neck treated by Mohs micrographic surgery,2257.56
2067,23398374/3709123,Wiley-Blackwell,diabetic medicine,HLA class II gene associations in African American type 1 diabetes reveal a protective HLA-DRB*03 haplotype,2377.66
2068,22171404,Wiley-Blackwell,economic history review,The decline of adult smallpox in eighteenth-century London,1901.02
2069,3816330,Wiley-Blackwell,european journal of immunology,Salmonella polarises peptide-MHC-II presentation towards an unconventional Type B CD4+ T-cell response,2320.19
2070,3655539,Wiley-Blackwell,european journal of immunology,Ubiquitination of HLA-DO by MARCH family E3 ligases,2377.33
2071,23627368/3806363,Wiley-Blackwell,febs journal,The architecture of Trypanosoma brucei tubulin-binding cofactor B and implications for function,2334.91
2072,3644883,Wiley-Blackwell,fems microbiology letters,Stress signalling to fungal stress-activated protein kinase pathways,1985.1
2073,3500872,Wiley-Blackwell,fems microbiology letters,Selective binding of virulence type III export chaperones by FliJ escort orthologues InvI and YscO,2275.02
2074,3569874,Wiley-Blackwell,genetic epidemiology,Genome-wide association analyis of imputed rare variants: application to seven common complex diseases.,2286.74
2075,3842118,Wiley-Blackwell,genetic epidemology,Identification of grouped rare and common variants via penalized logisitc regression,1911.3
2076,23080298,Wiley-Blackwell,hepatology,Tumor progression locus 2/Cot is required for activation of extracellular regulated kinase in liver injury and toll like receptor induced TIMP-1 gene transcription in hepatic stellate cells in mice,1884.3
2077,3867604,Wiley-Blackwell,hepatology,Inhibition of RelA-Ser536 phosphorylation  by a completing peptide reduces mouse liver fibrosis wothout blocking the innate immune response,1986.0
2078,3506972,Wiley-Blackwell,hippocampus,Hippocampal lesions can enhance discrimination learning despite normal sensitivity to interference from incidental information,2300.12
2079,3731578,Wiley-Blackwell,hpb,An experimental study to identify the potential role of pharmacogenomics in determining the occurrence of oxaliplatin-induced liver injury,2311.56
2080,23696415,Wiley-Blackwell,human mutation,Pathogenic mitochondrial tRNA point mutations: nine novel mutations affirm their importance as a couse of mitochondrial disease,1986.9
2081,23621371,Wiley-Blackwell,immunology,Human dendritic cell subsets,2305.08
2082,23837793,Wiley-Blackwell,international journal of experimental pathology,Fatigue loading of tendon,2320.03
2083,3593170,Wiley-Blackwell,journal of child psychology and psychiatry,Research Review: Emanuel Miller Memorial Lecture 2012 - Neuroscientific studies of intervention for language impairment in children: interpretive and methodological problems,1872.14
2084,23082797/3562487,Wiley-Blackwell,journal of child psychology and psychiatry,Brain structure abnormalities in adolescent girls with Conduct Disorder,2232.0
